time,data,error,instrument,type
2458411.384991935,0.9986434090735582,0.0026376506,TESSY1,LC
2458411.3863808285,1.0011674888666795,0.0026358967,TESSY1,LC
2458417.075263264,0.9998216375821124,0.0026390634,TESSY1,LC
2458417.076652146,0.9969122344965572,0.0026336464,TESSY1,LC
2458417.078041028,1.0029588135382683,0.0026371968,TESSY1,LC
2458417.079429909,1.0008276547580208,0.002640608,TESSY1,LC
2458417.0849854364,0.9984501764170416,0.0026374431,TESSY1,LC
2458417.0863743178,0.9959759396636372,0.002636808,TESSY1,LC
2458417.0919298446,1.0045646233686378,0.0026398222,TESSY1,LC
2458417.0974853714,1.0005513570663092,0.0026394781,TESSY1,LC
2458417.1016520164,1.0008077408574918,0.0026358964,TESSY1,LC
2458417.103040898,1.002481541871041,0.0026377055,TESSY1,LC
2458417.10442978,1.0064145461482386,0.0026379535,TESSY1,LC
2458417.1058186614,1.0023653537357355,0.0026407165,TESSY1,LC
2458417.1072075428,1.000981764615387,0.0026374091,TESSY1,LC
2458417.1085964246,0.9947220588670396,0.0026348699,TESSY1,LC
2458417.1099853064,1.0042407963409414,0.0026383142,TESSY1,LC
2458417.111374188,0.9991178071506794,0.0026380578,TESSY1,LC
2458417.1141519514,0.997237448851193,0.0026337644,TESSY1,LC
2458417.115540833,0.9962432698473286,0.002634861,TESSY1,LC
2458417.1169297146,1.0023797341566874,0.0026355656,TESSY1,LC
2458417.119707478,1.00292251294613,0.0026362492,TESSY1,LC
2458417.125263005,1.00020361202959,0.0026389235,TESSY1,LC
2458417.126651886,1.0035456705295762,0.0026341723,TESSY1,LC
2458417.134985176,1.001100295542776,0.0026401768,TESSY1,LC
2458417.1363740577,1.0023580788477655,0.0026377563,TESSY1,LC
2458417.137762939,0.9975247757850316,0.002632316,TESSY1,LC
2458417.139151821,1.0007837563144122,0.0026337998,TESSY1,LC
2458417.141929584,0.997669468392429,0.0026363034,TESSY1,LC
2458417.144707347,0.9885847250288444,0.0026275374,TESSY1,LC
2458417.148873992,0.993921272553199,0.0026316778,TESSY1,LC
2458417.1502628736,0.9902414025584476,0.002627789,TESSY1,LC
2458417.151651755,0.9932597262311684,0.0026301723,TESSY1,LC
2458417.153040637,0.9894709536226788,0.0026279485,TESSY1,LC
2458417.154429518,0.9889316647903356,0.0026285774,TESSY1,LC
2458417.1558184,0.9905429096984116,0.002631295,TESSY1,LC
2458417.1572072813,0.993195748407477,0.002631481,TESSY1,LC
2458417.158596163,0.9927600008830828,0.0026327181,TESSY1,LC
2458417.1599850445,0.9901857571790372,0.0026308876,TESSY1,LC
2458417.161373926,0.9909865672832466,0.0026287874,TESSY1,LC
2458417.162762808,0.990697581232604,0.00262804,TESSY1,LC
2458417.165540571,0.9932173805619376,0.0026327688,TESSY1,LC
2458417.166929452,0.9886261959857692,0.0026310291,TESSY1,LC
2458417.168318334,0.990000545244021,0.0026323101,TESSY1,LC
2458417.1697072154,0.98896275837266,0.0026297574,TESSY1,LC
2458417.171096097,0.9908753453989066,0.0026336119,TESSY1,LC
2458417.1724849786,0.988299286258609,0.0026277038,TESSY1,LC
2458417.17387386,0.9878393209929822,0.0026286757,TESSY1,LC
2458417.176651623,0.9846686120965312,0.0026241301,TESSY1,LC
2458417.1794293863,0.9868288287724992,0.0026232942,TESSY1,LC
2458417.182207149,0.9902509611012348,0.0026259255,TESSY1,LC
2458417.184984912,0.991897899115746,0.0026303793,TESSY1,LC
2458417.186373794,0.9880024790752648,0.0026291097,TESSY1,LC
2458417.187762676,0.9898599729325552,0.0026254056,TESSY1,LC
2458417.1905404385,0.9893334025477568,0.0026272046,TESSY1,LC
2458417.19192932,0.9893183783041022,0.0026258437,TESSY1,LC
2458417.1933182017,0.9907169380221772,0.0026269576,TESSY1,LC
2458417.1974848458,0.9891325411145746,0.0026243792,TESSY1,LC
2458417.198873728,0.9915784368122532,0.0026284342,TESSY1,LC
2458417.2016514903,0.991407580159806,0.002626528,TESSY1,LC
2458417.203040372,0.990511747870184,0.0026293586,TESSY1,LC
2458417.204429253,0.9879111695635272,0.0026308752,TESSY1,LC
2458417.205818135,0.9889787852960268,0.0026296556,TESSY1,LC
2458417.2072070166,0.9891117950258408,0.0026284377,TESSY1,LC
2458417.208595898,0.9911574687788962,0.002628796,TESSY1,LC
2458417.20998478,0.9933466165491748,0.0026297187,TESSY1,LC
2458417.2113736607,0.9868266283435242,0.00262285,TESSY1,LC
2458417.2127625425,0.9887127541585105,0.0026273532,TESSY1,LC
2458417.214151424,0.9869209239961174,0.0026248593,TESSY1,LC
2458417.215540305,0.9898624678580534,0.0026300992,TESSY1,LC
2458417.2169291866,0.9893021357389904,0.0026324533,TESSY1,LC
2458417.218318068,0.9963901476449988,0.0026311553,TESSY1,LC
2458417.21970695,0.9851338235642008,0.0026243778,TESSY1,LC
2458417.221095831,0.9856167035158468,0.0026238393,TESSY1,LC
2458417.2224847125,0.9903381274887328,0.0026310945,TESSY1,LC
2458417.223873594,0.9877470154829824,0.0026308252,TESSY1,LC
2458417.225262476,0.9927529474962082,0.0026311616,TESSY1,LC
2458417.226651357,0.988817343532432,0.00262818,TESSY1,LC
2458417.2280402384,0.9891485435909008,0.0026299523,TESSY1,LC
2458417.22942912,0.993995997670403,0.0026315439,TESSY1,LC
2458417.2308180016,0.9905576857690483,0.0026276687,TESSY1,LC
2458417.2322068824,0.9885787478813428,0.0026274698,TESSY1,LC
2458417.233595764,0.9895516040133614,0.0026357116,TESSY1,LC
2458417.2349846456,0.9912567741618864,0.0026320429,TESSY1,LC
2458417.236373527,0.9919117683190092,0.0026319486,TESSY1,LC
2458417.2377624083,0.9913508964854284,0.0026311725,TESSY1,LC
2458417.2391512897,0.9904982086583576,0.0026330471,TESSY1,LC
2458417.240540171,0.9884336348347325,0.0026289178,TESSY1,LC
2458417.241929053,0.9952226850147744,0.0026332519,TESSY1,LC
2458417.243317934,0.993088079189754,0.0026323227,TESSY1,LC
2458417.244706816,0.9954262173438452,0.0026339642,TESSY1,LC
2458417.246095697,0.9933142795236132,0.002635417,TESSY1,LC
2458417.2474845783,0.996895535671468,0.0026348042,TESSY1,LC
2458417.24887346,0.9959256357848172,0.0026352799,TESSY1,LC
2458417.250262341,0.998380309909846,0.0026362801,TESSY1,LC
2458417.2516512224,1.000347717995102,0.002636126,TESSY1,LC
2458417.253040104,1.0043054300350602,0.0026397367,TESSY1,LC
2458417.254428985,1.00145204608382,0.0026404981,TESSY1,LC
2458417.255817867,1.0034988660434778,0.0026385777,TESSY1,LC
2458417.257206748,0.9980378000180156,0.0026357968,TESSY1,LC
2458417.2585956296,1.0006772178809893,0.0026364357,TESSY1,LC
2458417.259984511,1.0014317497150866,0.0026364489,TESSY1,LC
2458417.2627622737,0.9959582451851352,0.0026339614,TESSY1,LC
2458417.264151155,0.9974698988076895,0.0026349947,TESSY1,LC
2458417.2655400364,1.0044534163476255,0.0026373481,TESSY1,LC
2458417.2669289177,1.0003050678001666,0.0026365453,TESSY1,LC
2458417.271095562,1.0037112455765116,0.0026385824,TESSY1,LC
2458417.272484443,1.0031594126218528,0.0026366787,TESSY1,LC
2458417.2738733245,0.9996421035494636,0.0026379866,TESSY1,LC
2458417.275262206,1.0021253583514913,0.0026402127,TESSY1,LC
2458417.276651087,0.9990525970199504,0.0026337851,TESSY1,LC
2458417.27942885,1.005654805923109,0.0026375449,TESSY1,LC
2458417.280817732,0.9980514361595312,0.0026395854,TESSY1,LC
2458417.2822066126,0.9988899701931176,0.0026357956,TESSY1,LC
2458417.283595494,1.0005543880663228,0.0026359719,TESSY1,LC
2458417.284984376,1.001089089769637,0.0026385856,TESSY1,LC
2458417.287762138,1.0004507045345556,0.0026376187,TESSY1,LC
2458417.291928782,0.99750704508773,0.0026355679,TESSY1,LC
2458417.2933176635,0.9964731894706792,0.0026369242,TESSY1,LC
2458417.294706545,1.0020209076054507,0.0026384799,TESSY1,LC
2458417.296095426,0.9985615894848724,0.002637414,TESSY1,LC
2458417.3002620703,1.005511657519761,0.002639292,TESSY1,LC
2458417.301650952,1.0030272043228727,0.0026386704,TESSY1,LC
2458417.3030398325,0.9978440848459614,0.0026327996,TESSY1,LC
2458417.304428714,0.997308369039546,0.0026353956,TESSY1,LC
2458417.305817595,0.9989304669228596,0.0026363051,TESSY1,LC
2458417.3072064766,0.9989184484880383,0.0026369898,TESSY1,LC
2458417.308595358,0.99739748372778,0.0026407735,TESSY1,LC
2458417.30998424,0.9990563726087276,0.0026384331,TESSY1,LC
2458428.923752265,0.9995082319734556,0.0026352173,TESSY1,LC
2458428.925141133,0.9970640748331272,0.0026362143,TESSY1,LC
2458428.92653,0.9971585473381228,0.0026328037,TESSY1,LC
2458428.927918867,1.0029862294159928,0.0026375493,TESSY1,LC
2458428.9293077346,1.0018269411511636,0.0026430723,TESSY1,LC
2458428.930696602,1.0002417624227515,0.0026362825,TESSY1,LC
2458428.932085469,1.0028828633266034,0.002633817,TESSY1,LC
2458428.9334743363,1.0033139737606227,0.0026389463,TESSY1,LC
2458428.934863204,1.0019493837823616,0.0026384455,TESSY1,LC
2458428.936252071,1.001113993399302,0.0026341006,TESSY1,LC
2458428.937640938,0.9987075025632792,0.0026350981,TESSY1,LC
2458428.9390298054,0.9991879611986738,0.0026343621,TESSY1,LC
2458428.9404186727,1.0005583893579006,0.0026345439,TESSY1,LC
2458428.94180754,0.997202577110712,0.002633044,TESSY1,LC
2458428.943196407,0.9969713542644296,0.0026317562,TESSY1,LC
2458428.9445852744,0.9987348709954854,0.0026343318,TESSY1,LC
2458428.945974142,0.9944872571478616,0.0026310184,TESSY1,LC
2458428.947363009,0.9979121228203296,0.0026340401,TESSY1,LC
2458428.948751876,0.9973636279166956,0.0026355209,TESSY1,LC
2458428.9501407435,1.0007532625111912,0.0026334904,TESSY1,LC
2458428.951529611,0.9960088465436704,0.0026312496,TESSY1,LC
2458428.952918478,1.00163657004574,0.00263433,TESSY1,LC
2458428.954307345,0.9972404929943448,0.0026352995,TESSY1,LC
2458428.955696212,1.0021416754032288,0.0026347784,TESSY1,LC
2458428.9570850795,1.0008352772583686,0.0026333639,TESSY1,LC
2458428.958473947,1.0030641785757246,0.0026347751,TESSY1,LC
2458428.959862814,1.002824279318116,0.0026349954,TESSY1,LC
2458428.961251681,1.0007890795387164,0.0026348375,TESSY1,LC
2458428.962640548,0.9999109791590116,0.0026356543,TESSY1,LC
2458428.9640294155,1.001872278256148,0.0026356259,TESSY1,LC
2458428.965418283,0.998080606750613,0.0026326142,TESSY1,LC
2458428.96680715,1.0005492946952543,0.0026394848,TESSY1,LC
2458428.968196017,0.9993021620395184,0.0026326899,TESSY1,LC
2458428.9695848846,0.9995989188299752,0.0026329309,TESSY1,LC
2458428.9709737515,0.9998835649987802,0.002634149,TESSY1,LC
2458428.972362619,1.0021489606092695,0.0026381393,TESSY1,LC
2458428.973751486,1.0014004555887182,0.0026332212,TESSY1,LC
2458428.975140353,1.0033643500111111,0.0026368024,TESSY1,LC
2458428.9765292206,0.9968920937898827,0.002631333,TESSY1,LC
2458428.9779180875,1.0023826369871285,0.0026404383,TESSY1,LC
2458428.979306955,0.9992506095411136,0.0026336124,TESSY1,LC
2458428.980695822,0.9961441015022058,0.0026288717,TESSY1,LC
2458428.982084689,1.0014916128144669,0.0026346776,TESSY1,LC
2458428.983473556,1.0022967035149208,0.0026343095,TESSY1,LC
2458428.9848624235,0.9998467835934552,0.0026314091,TESSY1,LC
2458428.9862512904,0.997990842981002,0.0026304228,TESSY1,LC
2458428.987640158,0.9976902317745596,0.0026335346,TESSY1,LC
2458428.9890290247,0.9932338598618384,0.0026272591,TESSY1,LC
2458428.990417892,0.9944953073421546,0.0026315651,TESSY1,LC
2458428.991806759,0.9953090541140052,0.0026309921,TESSY1,LC
2458428.9931956264,0.9933265702668894,0.0026265397,TESSY1,LC
2458428.9945844933,0.9920236456899508,0.0026263143,TESSY1,LC
2458428.9959733607,0.9943074204919574,0.0026295271,TESSY1,LC
2458428.997362228,0.9901317845557523,0.0026282021,TESSY1,LC
2458428.998751095,0.9935922779657764,0.0026310792,TESSY1,LC
2458429.000139962,0.9904242606765724,0.0026271357,TESSY1,LC
2458429.0015288293,0.9894677526293756,0.0026285006,TESSY1,LC
2458429.0029176963,0.99350259390847,0.0026298633,TESSY1,LC
2458429.004306564,0.9886456644300692,0.002625545,TESSY1,LC
2458429.0056954306,0.990106544224618,0.0026316629,TESSY1,LC
2458429.007084298,0.9874384232403138,0.0026247224,TESSY1,LC
2458429.008473165,0.9924093515474248,0.0026284077,TESSY1,LC
2458429.0098620323,0.98736651903892,0.0026265753,TESSY1,LC
2458429.011250899,0.9942155258051822,0.0026280619,TESSY1,LC
2458429.012639766,0.9917133417917324,0.0026255706,TESSY1,LC
2458429.014028633,0.9887683568950354,0.0026240912,TESSY1,LC
2458429.0154175004,0.9892374613059928,0.0026327844,TESSY1,LC
2458429.016806368,0.9854479348087966,0.002624217,TESSY1,LC
2458429.0181952347,0.990925847541626,0.0026261595,TESSY1,LC
2458429.0195841016,0.9879696493513436,0.0026259306,TESSY1,LC
2458429.020972969,0.9939592804152853,0.0026254314,TESSY1,LC
2458429.022361836,0.9877871705989958,0.0026246419,TESSY1,LC
2458429.023750704,0.9832060898651293,0.0026248961,TESSY1,LC
2458429.0251395702,0.991521128258277,0.0026287935,TESSY1,LC
2458429.026528437,0.9890094556925896,0.0026276649,TESSY1,LC
2458429.0279173045,0.9896196423293048,0.0026293739,TESSY1,LC
2458429.0293061715,0.9874219079325784,0.0026290521,TESSY1,LC
2458429.0306950384,0.987093662694045,0.0026237275,TESSY1,LC
2458429.032083906,0.9864992964531296,0.0026251322,TESSY1,LC
2458429.0334727727,0.987820979316516,0.0026244889,TESSY1,LC
2458429.03486164,0.9917874912377874,0.0026268545,TESSY1,LC
2458429.036250507,0.9885067920866948,0.0026230195,TESSY1,LC
2458429.037639374,0.9820594820378012,0.0026203578,TESSY1,LC
2458429.0390282413,0.9878909609451556,0.0026257501,TESSY1,LC
2458429.040417108,0.9937470588971412,0.0026278726,TESSY1,LC
2458429.041805975,0.981395965846855,0.0026211047,TESSY1,LC
2458429.043194842,0.9915694617171076,0.0026249457,TESSY1,LC
2458429.044583709,0.991861996621912,0.0026278386,TESSY1,LC
2458429.0459725764,0.9849204404430042,0.0026250721,TESSY1,LC
2458429.047361444,0.9957820632930404,0.0026280845,TESSY1,LC
2458429.04875031,0.9889883850576152,0.0026301846,TESSY1,LC
2458429.0501391776,0.9884057957222993,0.0026288047,TESSY1,LC
2458429.0515280445,0.9900812753810324,0.0026266498,TESSY1,LC
2458429.0529169114,0.992655953958882,0.0026290703,TESSY1,LC
2458429.0543057784,0.985372131337136,0.0026235315,TESSY1,LC
2458429.0556946457,0.98841785774176,0.002625155,TESSY1,LC
2458429.0570835127,0.9870725729002772,0.002625091,TESSY1,LC
2458429.05847238,0.987688987049914,0.0026292379,TESSY1,LC
2458429.059861247,0.9903350599393792,0.0026260903,TESSY1,LC
2458429.061250114,0.9864456017663724,0.0026221899,TESSY1,LC
2458429.062638981,0.988173762425629,0.0026265024,TESSY1,LC
2458429.064027848,0.9870411418469746,0.0026227518,TESSY1,LC
2458429.065416715,0.9841491001418238,0.0026215042,TESSY1,LC
2458429.066805582,0.9921312171730906,0.0026321767,TESSY1,LC
2458429.068194449,0.9907129030683218,0.0026267881,TESSY1,LC
2458429.069583316,0.986702737754056,0.0026257543,TESSY1,LC
2458429.070972183,0.9910268512170838,0.0026305541,TESSY1,LC
2458429.0723610497,0.9924278933766189,0.0026266109,TESSY1,LC
2458429.0737499166,0.9888395543787708,0.0026271471,TESSY1,LC
2458429.075138784,0.9895510840717952,0.0026286859,TESSY1,LC
2458429.076527651,0.989030172568669,0.0026236719,TESSY1,LC
2458429.077916518,0.9906103797977732,0.0026257441,TESSY1,LC
2458429.079305385,0.9855985456651396,0.00262464,TESSY1,LC
2458429.080694252,0.9914794103476268,0.002626813,TESSY1,LC
2458429.0820831186,0.9903890836951836,0.00262703,TESSY1,LC
2458429.083471986,0.9900726657057952,0.0026270358,TESSY1,LC
2458429.084860853,0.9895083564594164,0.0026245161,TESSY1,LC
2458429.08624972,0.9929117958189462,0.0026309812,TESSY1,LC
2458429.0876385868,0.9868709539244028,0.0026248556,TESSY1,LC
2458429.0890274537,0.9906431106881212,0.0026276226,TESSY1,LC
2458429.0904163206,0.9922582960428192,0.0026275252,TESSY1,LC
2458429.0918051875,0.9922515101092764,0.0026338291,TESSY1,LC
2458429.093194055,0.9952934528331406,0.0026324089,TESSY1,LC
2458429.094582922,0.9959630041113636,0.0026308526,TESSY1,LC
2458429.0959717887,0.9968497540813688,0.002636435,TESSY1,LC
2458429.097360656,1.0006172526241586,0.0026337889,TESSY1,LC
2458429.0987495226,0.995776469808484,0.0026327993,TESSY1,LC
2458429.100138389,1.0017431955964908,0.002638011,TESSY1,LC
2458429.1015272564,1.0012437000218104,0.0026349267,TESSY1,LC
2458429.102916124,0.9960350529613256,0.0026347314,TESSY1,LC
2458429.1043049903,0.9985158045131316,0.0026324112,TESSY1,LC
2458429.105693857,1.001061604653109,0.0026393649,TESSY1,LC
2458429.107082724,1.0000958033004264,0.0026394119,TESSY1,LC
2458429.108471591,0.9995835005664518,0.0026357761,TESSY1,LC
2458429.109860458,0.9986836463846104,0.0026328459,TESSY1,LC
2458429.111249325,1.001698390695746,0.002634444,TESSY1,LC
2458429.112638192,1.0005380636010257,0.002635902,TESSY1,LC
2458429.1140270587,1.000454075041058,0.0026379747,TESSY1,LC
2458429.1154159256,1.000664704950739,0.0026352815,TESSY1,LC
2458429.1168047925,0.9983461334408548,0.0026358468,TESSY1,LC
2458429.1181936595,0.9999241004438272,0.0026340343,TESSY1,LC
2458429.1195825264,1.0000350059023204,0.002636631,TESSY1,LC
2458429.1209713933,0.9998411599164536,0.0026336417,TESSY1,LC
2458429.12236026,1.0049268924273655,0.0026382029,TESSY1,LC
2458429.123749127,1.0001050034344083,0.0026391698,TESSY1,LC
2458429.125137994,1.000459032859248,0.0026375824,TESSY1,LC
2458429.126526861,0.9995103408267052,0.0026337388,TESSY1,LC
2458429.127915728,1.0013115072621477,0.0026368008,TESSY1,LC
2458429.129304595,0.9990835320919172,0.0026315625,TESSY1,LC
2458429.1306934617,0.9999863354420492,0.0026343358,TESSY1,LC
2458429.1320823287,1.0002480972380252,0.0026335148,TESSY1,LC
2458429.133471196,1.0001907274271151,0.0026353097,TESSY1,LC
2458429.1348600625,0.9995087660755289,0.0026335763,TESSY1,LC
2458429.1362489294,0.995168083165357,0.0026341917,TESSY1,LC
2458429.1376377963,0.9991580986228596,0.0026332785,TESSY1,LC
2458429.139026664,1.0032044625480523,0.0026356275,TESSY1,LC
2458429.14041553,1.0029578248582904,0.0026348215,TESSY1,LC
2458429.1418043966,0.9996993255711548,0.0026343791,TESSY1,LC
2458429.143193264,1.0058725446542147,0.0026382464,TESSY1,LC
2458429.1445821305,1.003772102152059,0.0026405966,TESSY1,LC
2458429.1459709974,0.9979596980548768,0.0026313188,TESSY1,LC
2458429.1473598643,0.9999548022441972,0.0026356101,TESSY1,LC
2458429.1487487312,1.000849464873817,0.0026363651,TESSY1,LC
2458429.150137598,1.0009659158544024,0.0026340468,TESSY1,LC
2458429.151526465,0.9959027950919797,0.0026327993,TESSY1,LC
2458429.152915332,0.9993284627401836,0.0026313975,TESSY1,LC
2458429.154304199,1.0037083587098,0.0026377814,TESSY1,LC
2458429.1556930654,0.999601822975146,0.0026392597,TESSY1,LC
2458429.1570819323,0.9987798254904628,0.0026355397,TESSY1,LC
2458429.158470799,1.0054732863769915,0.0026364564,TESSY1,LC
2458434.8472485226,0.9996160612819318,0.0026346091,TESSY1,LC
2458434.8486373792,1.0025594929133237,0.0026399603,TESSY1,LC
2458434.850026236,0.9978003935693416,0.0026351379,TESSY1,LC
2458434.8514150926,0.9988687432477996,0.0026320275,TESSY1,LC
2458434.8528039493,1.001015151950173,0.002638848,TESSY1,LC
2458434.854192806,0.9979000496790054,0.0026367109,TESSY1,LC
2458434.8555816626,0.997870006453925,0.0026305194,TESSY1,LC
2458434.85697052,1.0004463022298706,0.0026358508,TESSY1,LC
2458434.858359376,0.9999257070538288,0.0026330701,TESSY1,LC
2458434.8597482326,0.9995953709061256,0.0026333909,TESSY1,LC
2458434.8611370893,1.0006689437973262,0.0026406199,TESSY1,LC
2458434.862525946,1.001588755731439,0.0026328173,TESSY1,LC
2458434.8639148027,1.0008193667122085,0.0026346752,TESSY1,LC
2458434.86530366,0.9985641167577988,0.002631187,TESSY1,LC
2458434.866692516,0.99754886584571,0.0026331462,TESSY1,LC
2458434.8680813727,1.0021059939792376,0.002635208,TESSY1,LC
2458434.86947023,0.9997706611640494,0.0026336738,TESSY1,LC
2458434.8708590865,1.0022331074505946,0.0026381516,TESSY1,LC
2458434.872247943,0.9997256327726926,0.0026321488,TESSY1,LC
2458434.8736368,1.002288817163386,0.0026366736,TESSY1,LC
2458434.8750256565,0.9984186506268772,0.0026367505,TESSY1,LC
2458434.876414513,0.997997883163574,0.0026328978,TESSY1,LC
2458434.87780337,1.0030787247762083,0.0026351858,TESSY1,LC
2458434.8791922266,0.998923505494395,0.0026363477,TESSY1,LC
2458434.8805810832,1.00069032527202,0.0026347681,TESSY1,LC
2458434.88196994,1.0011242241365197,0.0026344056,TESSY1,LC
2458434.883358796,0.9986018220975386,0.0026378394,TESSY1,LC
2458434.884747653,0.999321699143624,0.0026349679,TESSY1,LC
2458434.886136509,1.0010480152936037,0.0026355966,TESSY1,LC
2458434.887525366,1.0009574105264134,0.002635564,TESSY1,LC
2458434.888914223,1.0004690048700835,0.0026338564,TESSY1,LC
2458434.8903030795,1.0012143983448456,0.0026375311,TESSY1,LC
2458434.891691936,1.0043026909029935,0.0026353407,TESSY1,LC
2458434.893080793,1.0000729925738296,0.0026354261,TESSY1,LC
2458434.894469649,1.0003990733587216,0.0026385868,TESSY1,LC
2458434.895858506,1.001233063250957,0.0026386844,TESSY1,LC
2458434.897247363,0.9984797822590162,0.0026339442,TESSY1,LC
2458434.89863622,1.0010666403875246,0.0026353262,TESSY1,LC
2458434.900025076,1.0045070276187338,0.002637743,TESSY1,LC
2458434.901413933,1.0015386139663764,0.0026336173,TESSY1,LC
2458434.9028027896,1.004376299432106,0.0026392753,TESSY1,LC
2458434.9041916463,1.0039391840113856,0.0026379034,TESSY1,LC
2458434.905580503,1.0040480677004144,0.0026354457,TESSY1,LC
2458434.906969359,0.996735760480522,0.0026348743,TESSY1,LC
2458434.908358216,0.9977020923688428,0.0026365144,TESSY1,LC
2458434.9097470725,1.000779613347048,0.0026340417,TESSY1,LC
2458434.911135929,1.000896293367913,0.0026340096,TESSY1,LC
2458434.912524786,0.993613092513841,0.0026337267,TESSY1,LC
2458434.913913642,1.0008072507159378,0.0026355954,TESSY1,LC
2458434.9153024987,0.9953707479993288,0.0026286806,TESSY1,LC
2458434.9166913554,0.9901774143381992,0.0026297981,TESSY1,LC
2458434.918080212,0.9905875097200878,0.0026280303,TESSY1,LC
2458434.9194690688,0.9906716241358772,0.0026305546,TESSY1,LC
2458434.920857925,0.991650407557673,0.0026289481,TESSY1,LC
2458434.922246782,0.9920351699642485,0.0026278452,TESSY1,LC
2458434.9236356383,0.9900148214071196,0.0026281991,TESSY1,LC
2458434.925024495,0.9943328318669216,0.002631932,TESSY1,LC
2458434.926413352,0.9912926513391808,0.0026270044,TESSY1,LC
2458434.9278022083,0.988502269736876,0.002626386,TESSY1,LC
2458434.929191065,0.9932619471217996,0.0026292454,TESSY1,LC
2458434.9305799217,0.9869249034591924,0.0026257914,TESSY1,LC
2458434.931968778,0.9913873887084218,0.0026294712,TESSY1,LC
2458434.9333576346,0.9834360129093572,0.0026269893,TESSY1,LC
2458434.934746492,0.9857786559672772,0.002629118,TESSY1,LC
2458434.936135348,0.9888890679632886,0.0026263611,TESSY1,LC
2458434.9375242046,0.9865854688720322,0.0026283665,TESSY1,LC
2458434.938913061,0.9895607586517116,0.0026268205,TESSY1,LC
2458434.940301917,0.9931388873112228,0.0026273255,TESSY1,LC
2458434.941690774,0.9898009048800336,0.0026257597,TESSY1,LC
2458434.9430796304,0.9891748112740216,0.0026279946,TESSY1,LC
2458434.944468487,0.9849920465427572,0.0026231431,TESSY1,LC
2458434.945857344,0.9869923206122134,0.0026246,TESSY1,LC
2458434.9472462004,0.996444293599898,0.0026342643,TESSY1,LC
2458434.9486350566,0.9880290053611532,0.0026261264,TESSY1,LC
2458434.9500239133,0.9920155959648318,0.0026327234,TESSY1,LC
2458434.95141277,0.9914482652930772,0.0026245727,TESSY1,LC
2458434.952801626,0.9888433535797984,0.0026276151,TESSY1,LC
2458434.954190483,0.9826416604858028,0.0026242856,TESSY1,LC
2458434.9555793395,0.9913893962616506,0.0026314792,TESSY1,LC
2458434.956968196,0.9874969008033716,0.0026231934,TESSY1,LC
2458434.9583570524,0.9871295440743229,0.0026261236,TESSY1,LC
2458434.959745909,0.9897507561111056,0.0026271411,TESSY1,LC
2458434.9611347658,0.9865500868811098,0.002630349,TESSY1,LC
2458434.9625236224,0.990847806372282,0.0026251699,TESSY1,LC
2458434.963912478,0.9892061545285268,0.0026245108,TESSY1,LC
2458434.965301336,0.9888948713959002,0.0026295083,TESSY1,LC
2458434.966690192,0.996115416967648,0.0026345972,TESSY1,LC
2458434.968079048,0.986630561330377,0.0026255662,TESSY1,LC
2458434.969467905,0.9921657841644896,0.0026326301,TESSY1,LC
2458434.9708567616,0.9869778257606404,0.0026239045,TESSY1,LC
2458434.972245618,0.9872334959591016,0.002625938,TESSY1,LC
2458434.9736344744,0.991832384810746,0.0026321663,TESSY1,LC
2458434.9750233307,0.9899924722363148,0.0026268731,TESSY1,LC
2458434.976412188,0.9886354183246918,0.0026257185,TESSY1,LC
2458434.9778010435,0.9883650228805472,0.0026268726,TESSY1,LC
2458434.9791899,0.9864926860678456,0.002625728,TESSY1,LC
2458434.980578757,0.994100997797656,0.0026324175,TESSY1,LC
2458434.981967613,0.98807564801947,0.0026275015,TESSY1,LC
2458434.98335647,0.9881247767910598,0.0026265075,TESSY1,LC
2458434.9847453265,0.9887225140564464,0.0026286871,TESSY1,LC
2458434.9861341827,0.9894360497613478,0.0026296193,TESSY1,LC
2458434.98752304,0.9914325838663408,0.0026315998,TESSY1,LC
2458434.9889118955,0.989328256578601,0.0026255597,TESSY1,LC
2458434.990300752,0.9905997576527696,0.0026286605,TESSY1,LC
2458434.991689609,0.9877576371351342,0.0026283343,TESSY1,LC
2458434.993078465,0.9915715049642913,0.0026287611,TESSY1,LC
2458434.994467322,0.9887718212062502,0.0026265751,TESSY1,LC
2458434.995856178,0.9872343257561682,0.002630668,TESSY1,LC
2458434.9972450347,0.9887482285335726,0.0026303148,TESSY1,LC
2458434.998633892,0.991085559812112,0.0026297271,TESSY1,LC
2458435.000022748,0.991503929305382,0.0026298712,TESSY1,LC
2458435.001411604,0.9941553170758074,0.0026293767,TESSY1,LC
2458435.0028004604,0.9908159631030408,0.0026259599,TESSY1,LC
2458435.0041893166,0.99367042754074,0.0026297853,TESSY1,LC
2458435.0055781733,0.9860002498868744,0.0026240929,TESSY1,LC
2458435.006967029,0.9917680106847606,0.0026285772,TESSY1,LC
2458435.008355886,0.9918481094537878,0.0026293835,TESSY1,LC
2458435.0097447424,0.9892023064500728,0.002629966,TESSY1,LC
2458435.011133599,0.9905104916242808,0.0026281106,TESSY1,LC
2458435.012522456,0.9938350449049518,0.0026296075,TESSY1,LC
2458435.013911312,0.9891296562213816,0.0026263345,TESSY1,LC
2458435.015300168,0.9949650456020938,0.0026301667,TESSY1,LC
2458435.016689025,0.9943748830731584,0.0026311907,TESSY1,LC
2458435.018077881,0.9953031985143588,0.002630854,TESSY1,LC
